#TYPE Deserialized.System.ServiceProcess.ServiceController
"Name","RequiredServices","PSComputerName","RunspaceId","PSShowComputerName","PSSourceJobInstanceId","CanPauseAndContinue","CanShutdown","CanStop","DisplayName","DependentServices","MachineName","ServiceName","ServicesDependedOn","ServiceHandle","Status","ServiceType","StartType","Site","Container"
"ssh-agent","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","OpenSSH Authentication Agent","",".","ssh-agent","","SafeServiceHandle","Stopped","Win32OwnProcess","Disabled",,
"SstpSvc","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","True","True","Secure Socket Tunneling Protocol Service","RemoteAccess RasMan",".","SstpSvc","","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"StateRepository","rpcss","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","True","True","State Repository Service","AppXSvc",".","StateRepository","rpcss","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"Steam Client Service","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Steam Client Service","",".","Steam Client Service","","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"stisvc","RpcSs","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Windows Image Acquisition (WIA)","",".","stisvc","RpcSs","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"StorSvc","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","True","Storage Service","",".","StorSvc","","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"svsvc","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Spot Verifier","",".","svsvc","","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"swprv","RPCSS","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Microsoft Software Shadow Copy Provider","",".","swprv","RPCSS","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"SysMain","rpcss fileinfo","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","True","True","SysMain","",".","SysMain","rpcss fileinfo","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"SystemEventsBroker","RpcSs RpcEptMapper","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","True","System Events Broker","NaturalAuthentication Schedule",".","SystemEventsBroker","RpcSs RpcEptMapper",,"Running","Win32ShareProcess","Automatic",,
"TabletInputService","RpcSs","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Touch Keyboard and Handwriting Panel Service","",".","TabletInputService","RpcSs","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"TapiSrv","RpcSs","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Telephony","Fax",".","TapiSrv","RpcSs","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"TermService","RPCSS","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Remote Desktop Services","UmRdpService",".","TermService","RPCSS","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"Themes","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","True","Themes","",".","Themes","","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"TieringEngineService","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Storage Tiers Management","",".","TieringEngineService","","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"TimeBrokerSvc","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","True","Time Broker","",".","TimeBrokerSvc","",,"Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"TokenBroker","UserManager","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","True","Web Account Manager","",".","TokenBroker","UserManager","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"TrkWks","RpcSs","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","True","True","Distributed Link Tracking Client","",".","TrkWks","RpcSs","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"TroubleshootingSvc","rpcss","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Recommended Troubleshooting Service","",".","TroubleshootingSvc","rpcss","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"TrustedInstaller","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","True","Windows Modules Installer","",".","TrustedInstaller","",,"Running","Win32OwnProcess","Manual",,
"TwitchService","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Twitch Service","",".","TwitchService","","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"tzautoupdate","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Auto Time Zone Updater","",".","tzautoupdate","","SafeServiceHandle","Stopped","Win32OwnProcess, Win32ShareProcess","Manual",,
"UdkUserSvc_b4814","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Udk User Service_b4814","",".","UdkUserSvc_b4814","","SafeServiceHandle","Stopped","224","Manual",,
"UevAgentService","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","User Experience Virtualization Service","",".","UevAgentService","","SafeServiceHandle","Stopped","Win32OwnProcess","Disabled",,
"UmRdpService","RDPDR TermService","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Remote Desktop Services UserMode Port Redirector","",".","UmRdpService","RDPDR TermService","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"UnistoreSvc_b4814","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","User Data Storage_b4814","UserDataSvc_b4814 PimIndexMaintenanceSvc_b4814",".","UnistoreSvc_b4814","","SafeServiceHandle","Stopped","224","Manual",,
"upnphost","HTTP SSDPSRV","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","UPnP Device Host","",".","upnphost","HTTP SSDPSRV","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"UserDataSvc_b4814","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","User Data Access_b4814","",".","UserDataSvc_b4814","","SafeServiceHandle","Stopped","224","Manual",,
"UserManager","RpcSs ProfSvc","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","True","User Manager","XblGameSave TokenBroker",".","UserManager","RpcSs ProfSvc","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"UsoSvc","rpcss","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","True","True","Update Orchestrator Service","",".","UsoSvc","rpcss","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"VacSvc","RpcSs","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Volumetric Audio Compositor Service","",".","VacSvc","RpcSs","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"VaultSvc","rpcss","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","True","True","Credential Manager","",".","VaultSvc","rpcss","SafeServiceHandle","Running","Win32ShareProcess","Manual",,
"vds","RpcSs","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Virtual Disk","",".","vds","RpcSs","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"vgc","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","vgc","",".","vgc","","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"vmicguestinterface","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Hyper-V Guest Service Interface","",".","vmicguestinterface","","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"vmicheartbeat","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Hyper-V Heartbeat Service","",".","vmicheartbeat","","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"vmickvpexchange","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Hyper-V Data Exchange Service","",".","vmickvpexchange","","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"vmicrdv","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Hyper-V Remote Desktop Virtualization Service","",".","vmicrdv","","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"vmicshutdown","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Hyper-V Guest Shutdown Service","",".","vmicshutdown","","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"vmictimesync","VmGid","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Hyper-V Time Synchronization Service","",".","vmictimesync","VmGid","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"vmicvmsession","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Hyper-V PowerShell Direct Service","",".","vmicvmsession","","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"vmicvss","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Hyper-V Volume Shadow Copy Requestor","",".","vmicvss","","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"VSS","RPCSS","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Volume Shadow Copy","",".","VSS","RPCSS","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"W32Time","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Windows Time","",".","W32Time","","SafeServiceHandle","Stopped","Win32OwnProcess, Win32ShareProcess","Manual",,
"WaaSMedicSvc","rpcss","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Windows Update Medic Service","",".","WaaSMedicSvc","rpcss","SafeServiceHandle","Stopped","Win32OwnProcess, Win32ShareProcess","Manual",,
"WalletService","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","WalletService","",".","WalletService","","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"WarpJITSvc","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","WarpJITSvc","",".","WarpJITSvc","","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"wbengine","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Block Level Backup Engine Service","",".","wbengine","","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"WbioSrvc","RpcSs","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Windows Biometric Service","",".","WbioSrvc","RpcSs","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"Wcmsvc","RpcSs NSI","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","True","True","Windows Connection Manager","WlanSvc icssvc",".","Wcmsvc","RpcSs NSI","SafeServiceHandle","Running","Win32OwnProcess","Automatic",,
"wcncsvc","rpcss","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Windows Connect Now - Config Registrar","",".","wcncsvc","rpcss","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"WdiServiceHost","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","True","True","Diagnostic Service Host","",".","WdiServiceHost","",,"Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"WdiSystemHost","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","True","True","Diagnostic System Host","",".","WdiSystemHost","",,"Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"WdNisSvc","WdNisDrv","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","True","Microsoft Defender Antivirus Network Inspection Service","",".","WdNisSvc","WdNisDrv",,"Running","Win32OwnProcess","Manual",,
"WebClient","MRxDAV","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","WebClient","",".","WebClient","MRxDAV","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"Wecsvc","Eventlog HTTP","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Windows Event Collector","",".","Wecsvc","Eventlog HTTP","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"WEPHOSTSVC","rpcss","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Windows Encryption Provider Host Service","",".","WEPHOSTSVC","rpcss","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"wercplsupport","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Problem Reports Control Panel Support","",".","wercplsupport","","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"WerSvc","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","True","False","True","Windows Error Reporting Service","",".","WerSvc","","SafeServiceHandle","Running","Win32OwnProcess","Manual",,
"WFDSConMgrSvc","RpcSs","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Wi-Fi Direct Services Connection Manager Service","",".","WFDSConMgrSvc","RpcSs","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"WiaRpc","RpcSs","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Still Image Acquisition Events","",".","WiaRpc","RpcSs","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"WinDefend","RpcSs","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","True","True","Microsoft Defender Antivirus Service","",".","WinDefend","RpcSs",,"Running","Win32OwnProcess","Automatic",,
"WinHttpAutoProxySvc","Dhcp","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","True","False","WinHTTP Web Proxy Auto-Discovery Service","NcaSvc iphlpsvc",".","WinHttpAutoProxySvc","Dhcp",,"Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"Winmgmt","RPCSS","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","True","True","True","Windows Management Instrumentation","NcaSvc iphlpsvc",".","Winmgmt","RPCSS","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"WinRM","RPCSS HTTP","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","True","True","Windows Remote Management (WS-Management)","",".","WinRM","RPCSS HTTP","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"wisvc","rpcss","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Windows Insider Service","",".","wisvc","rpcss","SafeServiceHandle","Stopped","Win32OwnProcess, Win32ShareProcess","Manual",,
"WlanSvc","wcmsvc RpcSs nativewifip Ndisuio","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","True","True","WLAN AutoConfig","",".","WlanSvc","wcmsvc RpcSs nativewifip Ndisuio","SafeServiceHandle","Running","Win32OwnProcess","Automatic",,
"wlidsvc","RpcSs","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","True","Microsoft Account Sign-in Assistant","",".","wlidsvc","RpcSs","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"wlpasvc","RpcSs WwanSvc","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Local Profile Assistant Service","",".","wlpasvc","RpcSs WwanSvc","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"WManSvc","rpcss","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Windows Management Service","",".","WManSvc","rpcss","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"wmiApSrv","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","WMI Performance Adapter","",".","wmiApSrv","","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"WMPNetworkSvc","WSearch http","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Windows Media Player Network Sharing Service","",".","WMPNetworkSvc","WSearch http","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"workfolderssvc","RpcSs wsearch","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Work Folders","",".","workfolderssvc","RpcSs wsearch","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"WpcMonSvc","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Parental Controls","",".","WpcMonSvc","","SafeServiceHandle","Stopped","Win32OwnProcess","Manual",,
"WPDBusEnum","RpcSs","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Portable Device Enumerator Service","",".","WPDBusEnum","RpcSs","SafeServiceHandle","Stopped","Win32OwnProcess, Win32ShareProcess","Manual",,
"WpnService","rpcss","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","True","Windows Push Notifications System Service","",".","WpnService","rpcss","SafeServiceHandle","Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"WpnUserService_b4814","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","True","Windows Push Notifications User Service_b4814","",".","WpnUserService_b4814","","SafeServiceHandle","Running","240","Automatic",,
"wscsvc","RpcSs","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","True","True","Security Center","",".","wscsvc","RpcSs",,"Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"WSearch","RPCSS BrokerInfrastructure","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","True","True","Windows Search","workfolderssvc WMPNetworkSvc",".","WSearch","RPCSS BrokerInfrastructure","SafeServiceHandle","Running","Win32OwnProcess","Automatic",,
"wuauserv","rpcss","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Windows Update","",".","wuauserv","rpcss","SafeServiceHandle","Stopped","Win32OwnProcess, Win32ShareProcess","Manual",,
"WwanSvc","RpcSs NdisUio","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","WWAN AutoConfig","wlpasvc",".","WwanSvc","RpcSs NdisUio","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"XblAuthManager","RpcSs","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Xbox Live Auth Manager","XblGameSave",".","XblAuthManager","RpcSs","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"XblGameSave","XblAuthManager UserManager","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Xbox Live Game Save","",".","XblGameSave","XblAuthManager UserManager","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"XboxGipSvc","","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Xbox Accessory Management Service","",".","XboxGipSvc","","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
"XboxNetApiSvc","KeyIso IKEEXT mpssvc BFE","192.168.0.17","d8b46950-7dce-4e1c-896f-f769c0469b60","True","4830b928-9318-4613-a03a-5a615e4e2321","False","False","False","Xbox Live Networking Service","",".","XboxNetApiSvc","KeyIso IKEEXT mpssvc BFE","SafeServiceHandle","Stopped","Win32ShareProcess","Manual",,
